languageNullable,kernelTypeNullable,isPrivateNullable,enableGpuNullable,enableInternetNullable,id,ref,title,author,slug,lastRunTime,language,hasLanguage,kernelType,hasKernelType,isPrivate,hasIsPrivate,enableGpu,hasEnableGpu,enableInternet,hasEnableInternet,categoryIds,datasetDataSources,kernelDataSources,competitionDataSources,totalVotes,competitionId
,,,,,0,sofyafenicheva/kernele92a7946e4,kernele92a7946e4,Sofya  Fenicheva,,2019-05-21T08:43:22.613Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,khiwila/kernelb5c64454eb,kernelb5c64454eb,Jose Muñoz,,2019-05-17T08:23:55.17Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,cedriclacrambe/autokeras-iwildcvam,autokeras iwildcvam,Cédric Lacrambe,,2020-12-15T20:17:05.267Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,joocheol/let-s-make-tfrecord-simple-version,Let's make TFRecord - Simple Version,Joocheol,,2019-04-23T01:15:04.223Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,madisonchung/fri12apr-qrm,Fri12Apr_QRM,YUJ,,2019-04-12T07:58:47.943Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,hrush777/densenet121-transfer-learning,Densenet121_Transfer_Learning,Hrushikesh Vitthal Vanga,,2019-04-07T09:37:28.247Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,bostoncp/kernel228a58319c,kernel228a58319c,Christian Boston,,2019-04-30T23:27:50.95Z,,False,,False,False,False,False,False,False,False,[],[],[],[],1,iwildcam-2019-fgvc6
,,,,,0,cptfoobar/eda-iwc19,EDA-iWC19,Sidhant Sharma,,2021-01-25T06:30:40.817Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,shelvia/deeper-tl-iwildcam2019-effnetlite-b0,Deeper_TL_iWildCam2019_EffNetLite_B0,shelvia,,2020-06-21T16:04:12.51Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,rudegs/competition-image-test,Competition image test,rudeg,,2019-08-23T15:06:10.933Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,aarthira/iwildcam-image-classification,iwildcam image classification,Aarthi Rajagopal,,2019-05-31T18:25:00.513Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,overload10/fastai,FastAI,Overfitting,,2019-05-13T12:18:19.457Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,madisonchung/fri19apr-qrm-imgconversion-tfrecord,Fri19Apr_QRM_ImgConversion&TFRecord,YUJ,,2019-04-19T06:31:49.497Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,joocheol/tfrecord,TFRecord,Joocheol,,2019-04-21T19:46:55.733Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,jy199412/fe-13th-april-yonsei,FE 13th April_YONSEI,cecil kim,,2019-04-13T10:17:47.76Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,ashyy1552/4-12-class-notes-with-competition-data,4-12 CLASS NOTES with Competition DATA,Najung Kim,,2019-04-12T06:43:34.74Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,kumar1541/resnet-in-keras,ResNet in keras,kumar,,2019-04-10T09:01:32.623Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
,,,,,0,kumar1541/wildcam-classification,wildcam_classification,kumar,,2019-04-12T05:15:10.893Z,,False,,False,False,False,False,False,False,False,[],[],[],[],0,iwildcam-2019-fgvc6
